userId,movieId,rating,timestamp
19,6119,3.0,1454864205
19,5839,3.0,1454864206
19,1907,2.5,1454864221
19,2394,2.5,1454864226
19,2696,3.5,1454864237
19,5858,3.5,1454864270
19,1673,4.0,1456164574
19,112512,4.0,1457188000
19,90057,4.0,1457217543
19,3328,4.0,1457451908
19,106163,4.0,1463390502
19,152081,3.5,1465826966
19,31878,4.0,1466674605
19,296,3.5,1466674637
19,123,4.5,1466930189
21,68157,4.0,1456285414
21,68954,4.5,1456285419
21,48394,4.5,1456285423
21,66934,5.0,1456285439
21,54286,5.0,1456285448
21,94959,4.0,1456285460
21,26662,5.0,1456285481
21,112556,4.0,1456285486
21,74458,4.5,1456285490
21,112852,4.5,1456285508
21,89745,4.5,1456285556
21,104283,5.0,1456285581
21,115569,3.5,1456285592
21,8665,5.0,1456285595
21,51255,3.5,1456285610
37,1208,5.0,1456485637
37,81932,2.5,1456485639
37,48774,4.5,1456485690
37,64839,4.5,1456485703
37,4011,4.5,1456485715
37,1263,4.5,1456485717
37,104879,4.5,1456485731
37,1704,4.5,1456485735
37,97304,4.5,1456485739
37,2997,5.0,1456485754
37,32,4.5,1456485765
37,115569,3.0,1456485776
37,81845,4.0,1456485794
37,32587,4.0,1456485805
37,40870,5.0,1456485986
68,46578,4.0,1472117302
68,5995,4.0,1472117309
68,750,5.0,1472117318
68,1203,4.0,1472117326
68,7323,4.5,1472117359
68,27178,4.5,1472117498
68,4973,3.5,1472117528
68,111,4.0,1472117609
68,7361,3.5,1472117653
68,4963,2.5,1472117657
68,4995,3.5,1472117659
68,4878,4.0,1472117666
68,5989,3.5,1472117670
68,58559,5.0,1472117679
68,4226,4.5,1472117680
71,4886,4.0,1482966656
71,8665,4.0,1482966657
71,2716,4.0,1482966658
71,480,5.0,1482966662
71,76093,5.0,1482966664
71,1721,5.0,1482966668
71,4306,5.0,1482966670
71,50872,4.0,1482966673
71,122886,2.0,1482966680
71,150,5.0,1482966703
71,457,5.0,1482966706
71,1197,3.0,1482966708
71,110,5.0,1482966710
71,3408,5.0,1482966741
71,50,5.0,1482966748
101,47099,3.5,1468062057
101,1682,4.0,1468062067
101,97921,3.0,1468062069
101,143245,4.5,1468062075
101,1203,3.0,1468066906
101,142488,4.0,1477170351
101,4246,4.5,1477170418
101,2424,4.0,1477170422
101,2724,3.0,1477170430
101,3969,4.0,1477170447
101,339,3.5,1477170508
101,1569,3.0,1477170538
101,47610,4.0,1477170551
101,40629,4.0,1477426101
101,2671,4.5,1477426391
148,293,4.0,1454943196
148,2028,4.0,1454943197
148,3089,4.0,1454943202
148,1617,4.0,1454943203
148,1219,4.5,1454943204
148,47,4.0,1454943207
148,3307,4.0,1454943209
148,2186,4.0,1454943219
148,1704,4.0,1454943229
148,1254,4.0,1454943232
148,1945,4.0,1454943235
148,356,4.0,1454943237
148,1225,4.0,1454943240
148,1228,4.5,1454943242
148,1247,3.5,1454943245
154,77866,0.5,1463793241
154,96737,3.5,1463793247
154,68952,3.0,1463793253
154,67408,3.5,1463793256
154,76175,0.5,1463793261
154,87430,0.5,1463793263
154,95875,0.5,1463793269
154,71579,3.5,1463793279
154,78209,3.5,1463793284
154,93363,2.0,1463793298
154,99112,3.0,1463793302
154,90249,3.0,1463793306
154,72733,4.0,1463793327
154,79139,0.5,1463793356
154,85131,0.5,1463793360
172,95441,2.0,1435506552
172,101765,4.0,1437765456
172,132480,3.0,1439744012
172,138036,4.0,1441921543
172,92259,4.0,1443202722
172,134368,4.0,1443220395
172,103980,3.5,1444518842
172,78039,3.5,1444518846
172,106100,4.0,1444519022
172,84152,3.5,1444519080
